,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice
59,60,RL,0,15038,Pave,NA,2,Lvl,4,Corner,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,1996,1996,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,PConc,4,3,1,3,138,1,0,778,916,GasA,4,Y,4,916,720,0,1636,0,0,2,1,3,1,3,7,5,1,3,Attchd,1996,3,2,386,3,3,1,168,84,0,0,0,0,0,0,NA,0,11,2008,WD ,173000
60,60,RL,92,11764,Pave,NA,3,Lvl,4,CulDSac,3,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,348,4,3,PConc,4,3,1,6,524,1,0,628,1152,GasA,5,Y,4,1164,1106,0,2270,0,0,2,1,4,1,4,9,5,1,4,Attchd,1999,3,3,671,3,3,1,132,57,0,0,0,0,0,0,NA,0,4,2010,WD ,290000
61,60,FV,75,9000,Pave,NA,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,0,4,3,PConc,4,3,3,6,64,1,0,1120,1184,GasA,5,Y,4,1184,1426,0,2610,0,0,2,1,4,1,5,11,5,1,4,BuiltIn,2007,3,2,550,3,3,1,208,364,0,0,0,0,0,0,NA,0,8,2007,New,303477
62,20,RL,0,20062,Pave,NA,3,Low,4,Inside,3,ClearCr,Norm,Norm,1Fam,1Story,7,7,1977,2001,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,4,4,CBlock,4,3,4,5,1092,1,0,328,1420,GasA,4,Y,4,1483,0,0,1483,1,0,1,1,1,1,3,4,5,2,3,Attchd,1977,2,2,690,3,3,1,496,0,0,0,0,0,0,0,NA,0,4,2010,WD ,270000
63,50,RM,81,7308,Pave,NA,4,Lvl,4,Corner,3,OldTown,Artery,Norm,1Fam,1.5Fin,5,5,1920,1950,Gable,CompShg,WdShing,Wd Shng,None,0,2,2,BrkTil,3,3,1,3,360,1,0,576,936,GasA,4,N,3,960,780,0,1740,0,0,1,0,2,1,5,6,5,1,4,Detchd,1920,1,1,225,2,2,0,0,0,236,0,0,0,0,0,NA,0,6,2008,WD ,122250
64,20,RL,70,8750,Pave,NA,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Gable,CompShg,AsbShng,AsbShng,None,0,3,3,CBlock,3,3,1,3,172,2,483,727,1382,GasA,4,Y,3,1382,0,0,1382,0,1,1,0,3,1,4,6,5,0,0,Attchd,1955,1,1,350,3,3,1,280,0,0,0,0,0,0,2,NA,0,7,2009,WD ,153000
65,20,RL,70,8402,Pave,NA,4,Lvl,4,Inside,3,Mitchel,Feedr,Norm,1Fam,1Story,5,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,4,3,1,5,206,1,0,914,1120,GasA,5,Y,4,1120,0,0,1120,0,0,1,0,3,1,3,6,5,0,0,NA,0,0,0,0,0,0,1,0,30,0,0,0,0,0,0,NA,0,12,2007,New,147000
66,70,RL,63,4000,Pave,NA,4,Lvl,4,Inside,3,Crawfor,Norm,Norm,1Fam,2Story,7,8,1930,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,4,3,1,6,246,1,0,285,531,GasA,3,Y,4,567,531,0,1098,1,0,1,0,2,1,3,5,5,1,4,Detchd,1930,1,1,216,3,3,1,0,0,0,0,0,0,0,3,NA,0,6,2007,WD ,148500
67,160,RM,32,3363,Pave,NA,4,Lvl,4,Inside,3,Edwards,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,117,4,3,PConc,4,3,1,1,0,1,0,976,976,GasA,5,Y,4,976,732,0,1708,0,0,2,0,3,1,4,7,2,0,0,Detchd,2004,1,2,380,3,3,1,0,40,0,0,0,0,0,0,NA,0,4,2006,WD ,130000
68,20,RL,94,13615,Pave,NA,3,HLS,4,Corner,3,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,Stone,510,5,3,PConc,5,3,4,1,0,1,0,1802,1802,GasA,5,Y,4,1802,0,0,1802,0,0,2,1,3,1,5,7,5,1,4,Attchd,2006,3,3,843,3,3,1,158,105,0,0,0,0,0,0,NA,0,6,2007,WD ,372000
69,120,RL,43,3013,Pave,NA,4,Lvl,4,Inside,3,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,145,4,3,PConc,4,3,4,6,16,1,0,1346,1362,GasA,5,Y,4,1506,0,0,1506,0,0,2,0,2,1,4,6,5,1,4,Attchd,2005,3,2,440,3,3,1,142,20,0,0,0,0,0,0,NA,0,4,2006,WD ,213490
70,20,RL,44,17485,Pave,NA,2,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,96,4,3,PConc,4,3,4,6,1346,1,0,162,1508,GasA,5,Y,4,1508,0,0,1508,1,0,1,0,1,1,4,5,5,2,3,Attchd,2009,2,2,572,3,3,1,0,0,0,0,0,0,0,0,NA,0,1,2010,Con,308030
71,20,RL,0,23730,Pave,NA,2,Lvl,4,Inside,3,Mitchel,Norm,Norm,1Fam,1Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,668,4,3,PConc,5,3,2,6,700,1,0,1140,1840,GasA,5,Y,4,2032,0,0,2032,1,0,3,0,3,1,4,7,5,0,0,Attchd,1996,3,3,786,3,3,1,0,46,192,0,0,0,0,0,NA,0,9,2008,WD ,300000
72,20,RL,79,8910,Pave,NA,4,Lvl,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0,3,3,CBlock,3,3,2,5,655,1,0,0,655,GasA,5,Y,4,1194,0,0,1194,0,1,1,0,3,1,3,6,5,1,2,BuiltIn,1954,3,2,539,3,3,1,0,0,192,0,0,0,0,0,NA,0,7,2006,WD ,159500
73,160,RM,24,2522,Pave,NA,4,Lvl,4,Inside,3,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50,4,3,PConc,4,3,1,1,0,1,0,970,970,GasA,5,Y,4,970,739,0,1709,0,0,2,0,3,1,4,7,2,0,0,Detchd,2004,1,2,380,3,3,1,0,40,0,0,0,0,0,0,NA,0,4,2006,WD ,137500
74,20,RL,73,8688,Pave,NA,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,228,4,3,PConc,4,3,3,1,0,1,0,1616,1616,GasA,5,Y,4,1616,0,0,1616,0,0,2,0,3,1,4,7,5,0,0,Attchd,2005,2,3,834,3,3,1,208,59,0,0,0,0,0,0,NA,0,4,2006,WD ,232000
75,30,RM,0,6291,Grvl,NA,3,Lvl,4,Inside,3,IDOTRR,RRNe,Norm,1Fam,1Story,6,6,1930,1950,Gable,CompShg,Stucco,Wd Shng,None,0,4,4,BrkTil,3,3,1,1,0,1,0,768,768,GasA,3,Y,4,768,0,0,768,0,0,1,0,1,1,3,4,5,0,0,Detchd,1930,1,2,440,3,3,0,0,0,84,0,0,0,0,0,NA,0,7,2008,WD ,93850
76,30,RL,0,17529,Pave,NA,4,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,BrkFace,Wd Sdng,Stone,65,3,3,BrkTil,3,3,1,1,0,1,0,872,872,GasA,2,N,2,872,0,0,872,0,0,1,0,2,1,2,5,3,1,4,Detchd,1924,1,1,322,2,2,0,0,0,116,0,0,0,0,0,NA,0,4,2006,WD ,105000
77,30,RM,60,6324,Pave,NA,3,Lvl,4,Inside,3,BrkSide,Feedr,RRNn,1Fam,1Story,4,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,BrkTil,3,3,1,1,0,1,0,520,520,GasA,2,N,4,520,0,0,520,0,0,1,0,1,1,2,4,5,0,0,Detchd,1920,1,1,240,2,3,1,49,0,87,0,0,0,0,0,NA,0,5,2008,WD ,68500
78,90,RL,80,11600,Pave,NA,4,Lvl,4,Corner,3,NAmes,Feedr,Norm,Duplex,2Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,361,3,3,CBlock,3,3,1,3,443,1,0,662,1105,GasA,3,Y,3,1105,1169,0,2274,0,0,2,0,5,2,3,12,5,0,0,Detchd,1960,1,2,480,3,3,1,0,0,0,0,0,0,0,0,NA,0,1,2010,WD ,154300
79,50,RM,50,7288,Pave,NA,4,Lvl,4,Inside,3,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1925,2003,Gable,CompShg,VinylSd,VinylSd,None,0,4,4,BrkTil,3,1,1,1,0,1,0,936,936,GasA,5,Y,4,936,665,0,1601,0,0,2,0,3,1,3,6,5,0,0,NA,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,NA,0,9,2007,WD ,129850
80,70,RM,35,4571,Pave,Grvl,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,BrkTil,3,3,1,4,168,1,0,448,616,GasA,5,Y,4,616,616,0,1232,0,0,1,0,3,1,3,6,5,0,0,Detchd,1920,1,2,480,2,2,1,280,0,143,0,0,0,0,0,NA,0,6,2007,WD ,114000
81,20,RL,63,17423,Pave,NA,3,Lvl,4,CulDSac,3,StoneBr,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,748,5,3,PConc,5,3,1,6,1904,1,0,312,2216,GasA,5,Y,4,2234,0,0,2234,1,0,2,0,1,1,5,9,5,1,4,Attchd,2009,3,3,1166,3,3,1,0,60,0,0,0,0,0,0,NA,0,7,2009,New,501837
82,50,RM,100,12665,Pave,Grvl,3,Lvl,4,Inside,3,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,3,2,1,0,1,0,876,876,GasA,4,Y,4,876,540,0,1416,0,0,1,1,4,1,3,7,5,1,4,Detchd,1949,1,3,720,3,3,1,418,0,194,0,0,0,0,0,NA,0,6,2008,WD ,153900
83,20,RL,60,9000,Pave,NA,4,Lvl,4,FR2,3,NAmes,Norm,Norm,1Fam,1Story,4,7,1971,2006,Gable,CompShg,VinylSd,VinylSd,None,0,3,4,CBlock,3,3,1,5,240,1,0,624,864,GasA,4,Y,4,864,0,0,864,0,0,1,0,3,1,3,5,5,0,0,Detchd,1986,1,2,576,3,3,1,200,0,0,0,0,0,0,2,NA,0,7,2009,WD ,130000
84,120,RM,32,4500,Pave,NA,4,Lvl,4,FR2,3,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1997,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,197,3,3,PConc,5,3,1,6,864,1,0,325,1189,GasA,5,Y,4,1189,0,0,1189,1,0,2,0,2,1,3,4,5,0,0,Attchd,1997,2,2,392,3,3,1,0,122,0,0,0,0,0,0,NA,0,4,2008,WD ,160500
85,120,RL,48,6373,Pave,NA,4,Lvl,4,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,572,5,3,PConc,5,4,1,6,415,1,0,1251,1666,GasA,5,Y,4,1666,0,0,1666,1,0,2,0,2,1,4,6,5,1,4,Attchd,2006,2,2,575,3,3,1,228,75,0,0,0,0,0,0,NA,0,6,2006,New,310090
86,20,RL,67,10083,Pave,NA,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,,0,4,3,PConc,4,3,1,6,833,1,0,343,1176,GasA,5,Y,4,1200,0,0,1200,1,0,2,0,2,1,4,5,5,0,0,Attchd,2003,2,2,555,3,3,1,0,41,0,0,0,0,0,0,NA,0,8,2009,WD ,184900
87,20,RL,70,13300,Pave,NA,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,4,3,1,3,377,1,0,551,928,GasA,3,Y,4,928,0,0,928,0,0,1,0,2,1,3,4,5,0,0,Attchd,1956,1,1,252,3,3,1,261,0,156,0,0,0,0,0,NA,0,6,2007,WD ,132000
88,20,RL,80,9600,Pave,NA,4,Lvl,4,Inside,3,NWAmes,Feedr,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,128,3,3,CBlock,4,3,2,5,553,3,147,588,1288,GasA,3,Y,4,1336,0,0,1336,0,1,2,0,3,1,3,6,5,1,2,Attchd,1969,2,2,502,3,3,1,312,11,0,0,0,0,0,0,Shed,650,8,2009,WD ,163000
89,160,FV,30,3215,Pave,Pave,4,Lvl,4,Inside,3,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,BrkFace,120,4,3,PConc,4,3,3,6,280,1,0,320,600,GasA,5,Y,4,600,600,0,1200,0,0,2,1,2,1,4,4,5,0,0,Detchd,2004,2,2,480,3,3,1,0,172,0,0,0,0,0,0,NA,0,4,2010,ConLD,155000
90,80,RL,0,11104,Pave,NA,3,Lvl,4,Inside,3,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1969,1969,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,3,6,828,1,0,599,1427,GasA,4,Y,4,1427,0,0,1427,0,1,2,0,4,1,3,7,5,0,0,Attchd,1969,2,2,516,3,3,1,0,0,0,0,216,0,0,0,NA,0,5,2008,WD ,183000
91,60,RL,0,15295,Pave,NA,1,Lvl,4,Corner,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,254,4,3,PConc,4,3,2,6,762,1,0,98,860,GasA,5,Y,4,1212,780,0,1992,1,0,2,1,3,1,4,7,4,2,3,Attchd,1996,2,2,608,3,3,1,225,32,0,0,0,0,0,0,NA,0,6,2007,WD ,211000
92,60,RL,70,9109,Pave,NA,4,Lvl,4,Inside,3,SawyerW,RRAe,Norm,1Fam,2Story,7,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,1,2,36,6,596,122,754,GasA,5,Y,4,754,786,0,1540,1,0,2,1,3,1,4,6,5,0,0,Attchd,1994,2,2,495,3,3,1,140,32,0,0,0,0,0,0,NA,0,10,2009,WD ,184000
93,90,RL,64,7018,Pave,NA,4,Bnk,4,Inside,3,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,Slab,0,0,0,0,0,0,0,0,0,GasA,3,Y,4,1535,0,0,1535,0,0,2,0,4,2,3,8,5,0,0,Attchd,1979,1,2,400,3,3,1,0,0,0,0,0,0,0,4,NA,0,6,2009,WD ,118858
94,80,RL,0,14112,Pave,NA,3,Lvl,4,Corner,3,NAmes,Norm,Norm,1Fam,SLvl,5,7,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,86,3,3,PConc,3,3,3,6,1014,1,0,138,1152,GasA,3,Y,4,1152,0,0,1152,1,0,1,0,3,1,3,6,5,1,4,Attchd,1964,2,2,484,3,3,1,227,0,0,0,0,0,0,0,NA,0,4,2010,WD ,180500
95,120,FV,80,3523,Pave,Pave,3,Lvl,4,Inside,3,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,30,4,3,PConc,4,3,1,6,60,1,0,1081,1141,GasA,5,Y,4,1151,0,0,1151,1,0,2,0,2,1,4,5,5,0,0,Attchd,2006,3,2,484,3,3,1,0,60,0,0,0,0,0,0,NA,0,2,2007,New,166000
96,80,RL,88,15312,Pave,NA,4,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,54,3,3,CBlock,3,3,3,4,588,1,0,550,1138,GasA,5,Y,4,1138,0,0,1138,0,1,1,0,3,1,3,6,5,1,3,Attchd,1960,2,2,480,3,3,1,0,0,0,0,140,0,0,3,NA,0,3,2009,COD,148000
97,20,RL,74,7450,Pave,NA,3,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,1,3,438,2,206,250,894,GasA,4,Y,4,1074,0,0,1074,0,0,1,0,2,1,4,6,4,1,4,Detchd,1966,1,2,396,3,3,1,0,72,0,0,0,0,0,2,NA,0,1,2007,WD ,124000
98,120,RL,60,7313,Pave,NA,4,Lvl,4,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,246,5,3,PConc,5,3,1,6,1153,1,0,408,1561,GasA,5,Y,4,1561,0,0,1561,1,0,2,0,2,1,5,6,5,1,4,Attchd,2005,3,2,556,3,3,1,203,47,0,0,0,0,0,0,NA,0,8,2007,WD ,277500
99,60,RL,83,10019,Pave,NA,3,Lvl,4,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Hip,CompShg,VinylSd,VinylSd,BrkFace,397,4,3,PConc,4,3,1,5,527,1,0,815,1342,GasA,5,Y,4,1358,1368,0,2726,0,0,2,1,4,1,4,9,5,1,5,Attchd,1995,2,3,725,3,3,1,307,169,168,0,0,0,0,0,NA,0,6,2006,WD ,350000
100,20,RL,53,15401,Pave,NA,3,HLS,4,CulDSac,3,StoneBr,Norm,Norm,1Fam,1Story,9,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,296,5,3,PConc,5,3,4,6,1337,1,0,547,1884,GasA,5,Y,4,1884,0,0,1884,1,0,2,0,2,1,5,7,5,1,4,Attchd,2004,3,3,670,3,3,1,214,76,0,0,0,0,0,0,NA,0,9,2008,WD ,387000
101,30,RL,58,9098,Pave,NA,3,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,4,7,1920,2002,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,3,2,5,348,1,0,180,528,GasA,5,Y,4,605,0,0,605,1,0,1,0,2,1,3,5,5,0,0,NA,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,NA,0,7,2007,WD ,86000
102,20,RL,103,16280,Pave,NA,4,Lvl,4,Inside,3,Veenker,Norm,Norm,1Fam,1Story,8,9,1976,2007,Gable,CompShg,VinylSd,VinylSd,None,0,5,5,CBlock,4,5,2,6,1044,3,382,0,1426,GasA,5,Y,4,1671,0,0,1671,1,0,3,0,3,1,5,6,5,1,4,Attchd,1976,2,2,550,3,3,1,280,90,0,0,0,0,0,2,NA,0,5,2008,WD ,290000
103,30,C (all),72,9392,Pave,NA,4,Lvl,4,Corner,3,IDOTRR,Norm,Norm,1Fam,1Story,3,3,1900,1950,Mansard,CompShg,AsbShng,AsbShng,None,0,3,2,CBlock,2,3,1,1,0,1,0,245,245,GasA,3,N,4,797,0,0,797,0,0,1,0,2,1,3,5,5,0,0,NA,0,0,0,0,0,0,0,0,36,94,0,0,0,0,0,NA,0,9,2009,WD ,44000
104,60,RL,71,12209,Pave,NA,3,Lvl,4,CulDSac,3,Mitchel,Norm,Norm,1Fam,2Story,6,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,5,3,1,5,690,1,0,114,804,GasA,5,Y,4,804,1157,0,1961,1,0,2,1,3,1,4,7,5,1,3,BuiltIn,2001,3,2,560,3,3,1,125,192,0,0,0,0,0,0,NA,0,6,2009,WD ,215000
105,190,RL,79,13110,Pave,NA,3,Lvl,4,Corner,3,NWAmes,RRAn,Feedr,2fmCon,1Story,5,6,1972,1972,Gable,CompShg,Plywood,Plywood,BrkFace,144,3,3,CBlock,4,3,1,6,962,1,0,191,1153,GasA,5,Y,4,1193,0,0,1193,1,0,2,0,2,1,3,6,5,0,0,Attchd,1972,3,2,501,3,3,1,140,153,0,0,0,0,0,3,NA,0,7,2006,WD ,146500
106,160,FV,0,2651,Pave,NA,4,Lvl,4,FR2,3,Somerst,Norm,Norm,Twnhs,2Story,7,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,None,0,4,3,PConc,4,3,1,6,641,1,0,32,673,GasA,5,Y,4,673,709,0,1382,1,0,2,1,3,1,4,6,5,0,0,Detchd,2000,1,2,490,3,3,1,153,50,0,0,0,0,0,0,NA,0,4,2006,WD ,165000
107,50,RM,60,8520,Pave,Grvl,4,Lvl,4,Inside,3,OldTown,Artery,Norm,1Fam,1.5Fin,6,7,1916,1950,Gable,CompShg,Stucco,Stucco,None,0,3,4,BrkTil,3,3,1,3,168,2,546,0,714,GasW,3,N,4,1664,862,0,2526,0,0,2,0,5,1,4,10,5,1,4,Detchd,1916,1,1,216,3,3,1,88,15,0,0,0,0,0,2,NA,0,8,2007,CWD,136000
108,20,RL,0,39384,Pave,NA,3,Low,4,CulDSac,1,NAmes,Norm,Norm,1Fam,1Story,6,6,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,902,3,3,CBlock,4,3,4,5,1110,1,0,595,1705,GasA,5,Y,4,1390,0,0,1390,1,0,1,1,1,1,5,4,4,2,4,Attchd,1957,1,2,550,3,3,1,0,189,0,0,0,0,0,0,NA,0,10,2006,WD ,252000
109,160,RL,36,2628,Pave,NA,4,Lvl,4,Inside,3,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,106,4,3,PConc,4,3,1,1,0,1,0,764,764,GasA,5,Y,4,764,862,0,1626,0,0,2,1,2,1,4,6,5,0,0,BuiltIn,2003,2,2,474,3,3,1,0,27,0,0,0,0,0,0,NA,0,6,2010,WD ,175500
110,70,RM,57,6406,Pave,Grvl,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,2Story,5,6,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,3,1,5,421,1,0,269,690,GasA,3,Y,3,868,690,0,1558,0,0,1,1,3,1,3,7,5,1,4,Detchd,1939,1,2,400,3,3,1,0,36,0,0,182,0,0,3,NA,0,10,2009,WD ,150000
111,20,RL,0,12342,Pave,NA,3,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1978,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,1,1,0,1,0,978,978,GasA,3,Y,4,1422,0,0,1422,0,0,1,0,3,1,3,6,4,1,3,Attchd,1960,2,1,286,3,3,1,0,0,36,0,0,0,0,2,Shed,600,8,2007,WD ,139900
112,50,RM,52,6240,Pave,NA,4,Lvl,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,1992,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,PConc,3,3,1,1,0,1,0,1078,1078,GasA,3,Y,4,1128,445,0,1573,0,0,2,0,3,1,3,8,5,1,4,Detchd,1930,1,2,360,3,3,1,0,0,0,0,0,0,0,0,NA,0,6,2008,WD ,162900
113,20,RL,87,10000,Pave,NA,3,Lvl,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,261,3,3,CBlock,3,3,1,1,0,1,0,1116,1116,GasA,3,Y,4,1116,0,0,1116,0,0,1,1,3,1,3,5,5,0,0,Attchd,1962,1,2,440,3,3,1,0,0,0,0,385,0,0,0,NA,0,2,2010,WD ,160000
114,20,RL,0,9000,Pave,NA,4,Lvl,4,Corner,3,Sawyer,Norm,Norm,1Fam,1Story,2,2,1947,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,Slab,0,0,0,0,0,0,0,0,0,GasA,2,N,4,660,0,0,660,0,0,1,0,2,1,2,5,4,0,0,NA,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,NA,0,6,2009,WD ,63900
115,20,RL,80,11088,Pave,NA,4,Lvl,4,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,6,5,1978,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,144,3,3,PConc,3,3,1,5,832,1,0,308,1140,GasA,4,Y,4,1707,0,0,1707,0,0,2,0,3,1,3,7,5,1,3,Attchd,1978,3,2,479,3,3,1,0,0,0,0,0,0,0,0,NA,0,5,2009,WD ,184000
116,20,RL,134,17755,Pave,NA,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,4,1959,1959,Gable,CompShg,HdBoard,Plywood,BrkFace,132,3,3,CBlock,3,3,1,4,176,1,0,1290,1466,GasA,3,Y,4,1466,0,0,1466,0,0,1,1,3,1,2,6,5,2,4,Attchd,1959,3,2,528,3,3,1,0,140,0,0,100,0,0,0,NA,0,11,2006,WD ,149900
117,120,FV,0,4765,Pave,NA,3,Lvl,4,Inside,3,Somerst,Norm,Norm,TwnhsE,1Story,9,5,2000,2000,Hip,CompShg,MetalSd,MetalSd,BrkFace,260,4,3,PConc,4,3,3,6,1027,1,0,587,1614,GasA,5,Y,4,1638,0,0,1638,1,0,2,0,2,1,5,5,5,1,3,Attchd,2000,3,2,495,3,3,1,230,68,0,0,0,0,0,0,NA,0,7,2008,WD ,300000
118,190,RL,0,10532,Pave,NA,4,Lvl,4,Corner,3,ClearCr,Norm,Norm,1Fam,1Story,5,3,1960,1960,Flat,Tar&Grv,Plywood,Plywood,Stone,275,3,3,CBlock,3,3,2,3,988,1,0,0,988,GasA,4,Y,4,1721,0,0,1721,1,0,2,0,3,1,3,7,3,2,3,Basment,1960,1,2,626,3,3,1,50,84,0,0,0,0,0,0,NA,0,12,2008,WD ,145000
119,60,RL,65,15426,Pave,NA,3,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,4,3,1,6,821,1,0,107,928,GasA,5,Y,4,928,836,0,1764,1,0,2,1,3,1,4,7,5,0,0,Attchd,1997,2,2,470,3,3,1,276,99,0,0,0,0,0,3,NA,0,8,2009,WD ,231500
